TYPE	CODE	DESC
PR	01140	ANESTHESIA FOR INTERPELVIABDOMINAL (HINDQUARTER) AMPUTATION
DX	S23130D	SUBLUXATION OF T4/T5 THORACIC VERTEBRA, SUBSEQUENT ENCOUNTER
PR	0K9W0ZZ	DRAINAGE OF LEFT FOOT MUSCLE, OPEN APPROACH
DX	9WB2XHZ	nan
RX	50383004316	HYDROCODONE-HOMATROPINE MBR
RX	68180622010	nan
DX	M4296	nan
RX	47335060518	ALPRAZOLAM
DX	I70498	OTHER ATHEROSCLEROSIS OF AUTOLOGOUS VEIN BYPASS GRAFT(S) OF THE EXTREMITIES, OTHER EXTREMITY
RX	40409379501	nan
PR	03CC0ZZ	EXTIRPATION OF MATTER FROM LEFT RADIAL ARTERY, OPEN APPROACH
DX	I82729	CHRONIC EMBOLISM AND THROMBOSIS OF DEEP VEINS OF UNSPECIFIED UPPER EXTREMITY
DX	L02232	CARBUNCLE OF BACK [ANY PART, EXCEPT BUTTOCK]
DX	M62638	nan
DX	S56311D	STRAIN OF EXTENSOR OR ABDUCTOR MUSCLES, FASCIA AND TENDONS OF RIGHT THUMB AT FOREARM LEVEL, SUBSEQUENT ENCOUNTER
PR	0WPJX0Z	REMOVAL OF DRAINAGE DEVICE FROM PELVIC CAVITY, EXTERNAL APPROACH
DX	S60871A	OTHER SUPERFICIAL BITE OF RIGHT WRIST, INITIAL ENCOUNTER
DX	S3201	FRACTURE OF FIRST LUMBAR VERTEBRA
PR	46060	INCISION AND DRAINAGE OF ISCHIORECTAL OR INTRAMURAL ABSCESS, WITH FISTULECTOMY OR FISTULOTOMY, SUBMUSCULAR, WITH OR WITHOUT PLACEMENT OF SETON
PR	0GBH4ZZ	EXCISION OF RIGHT THYROID GLAND LOBE, PERCUTANEOUS ENDOSCOPIC APPROACH
PR	20805	REPLANTATION, FOREARM (INCLUDES RADIUS AND ULNA TO RADIAL CARPAL JOINT), COMPLETE AMPUTATION
DX	V103	PERSONAL HISTORY OF MALIGNANT NEOPLASM OF BREAST
PR	61799	STEREOTACTIC RADIOSURGERY (PARTICLE BEAM, GAMMA RAY, OR LINEAR ACCELERATOR); EACH ADDITIONAL CRANIAL LESION, COMPLEX (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)
PR	10D00Z0	EXTRACTION OF PRODUCTS OF CONCEPTION, CLASSICAL, OPEN APPROACH
DX	H50611	BROWN'S SHEATH SYNDROME, RIGHT EYE
PR	G9157	TRANSESOPHAGEAL DOPPLER USED FOR CARDIAC MONITORING
DX	M2341	LOOSE BODY IN KNEE, RIGHT KNEE
RX	99073070822	FREESTYLE LITE STRIPS
RX	60505299603	DULOXETINE HCL
PR	69631	TYMPANOPLASTY WITHOUT MASTOIDECTOMY (INCLUDING CANALPLASTY, ATTICOTOMY AND/OR MIDDLE EAR SURGERY), INITIAL OR REVISION; WITHOUT OSSICULAR CHAIN RECONSTRUCTION
RX	49281004178	nan
PR	0S9G00Z	DRAINAGE OF LEFT ANKLE JOINT WITH DRAINAGE DEVICE, OPEN APPROACH
DX	M60221	FOREIGN BODY GRANULOMA OF SOFT TISSUE, NOT ELSEWHERE CLASSIFIED, RIGHT UPPER ARM
DX	P3610	SEPSIS OF NEWBORN DUE TO UNSPECIFIED STREPTOCOCCI
RX	00378047701	DIAZEPAM
RX	00063029328	nan
DX	S60468S	INSECT BITE (NONVENOMOUS) OF OTHER FINGER, SEQUELA
DX	7041	HIRSUTISM
PR	0GB10ZX	EXCISION OF PINEAL BODY, OPEN APPROACH, DIAGNOSTIC
DX	C44212	BASAL CELL CARCINOMA OF SKIN OF RIGHT EAR AND EXTERNAL AURICULAR CANAL
DX	S5202	FRACTURE OF OLECRANON PROCESS WITHOUT INTRAARTICULAR EXTENSION OF ULNA
PR	04.2	nan
RX	00223849605	SODIUM CHLORIDE
DX	S22000S	WEDGE COMPRESSION FRACTURE OF UNSPECIFIED THORACIC VERTEBRA, SEQUELA
DX	S61259D	OPEN BITE OF UNSPECIFIED FINGER WITHOUT DAMAGE TO NAIL, SUBSEQUENT ENCOUNTER
RX	00006409500	nan
DX	S2500XD	UNSPECIFIED INJURY OF THORACIC AORTA, SUBSEQUENT ENCOUNTER
DX	T8332XA	DISPLACEMENT OF INTRAUTERINE CONTRACEPTIVE DEVICE, INITIAL ENCOUNTER
DX	A362	LARYNGEAL DIPHTHERIA
DX	T63444D	TOXIC EFFECT OF VENOM OF BEES, UNDETERMINED, SUBSEQUENT ENCOUNTER
DX	S149XXS	INJURY OF UNSPECIFIED NERVES OF NECK, SEQUELA
DX	G321	nan
DX	94425	BLISTERS WITH EPIDERMAL LOSS DUE TO BURN (SECOND DEGREE) OF PALM OF HAND
PR	0CU407Z	SUPPLEMENT BUCCAL MUCOSA WITH AUTOLOGOUS TISSUE SUBSTITUTE, OPEN APPROACH
RX	00069002605	AMPICILLIN SODIUM
DX	H05351	EXOSTOSIS OF RIGHT ORBIT
PR	96003	DYNAMIC FINE WIRE ELECTROMYOGRAPHY, DURING WALKING OR OTHER FUNCTIONAL ACTIVITIES, 1 MUSCLE
DX	7807	MALAISE AND FATIGUE
RX	40674574213	nan
RX	67457440022	nan
RX	00121457730	LACTULOSE
RX	00378623301	CITALOPRAM HBR
RX	00487020103	IPRATROPIUM-ALBUTEROL
DX	M455XXD	nan
PR	02RJ48Z	REPLACEMENT OF TRICUSPID VALVE WITH ZOOPLASTIC TISSUE, PERCUTANEOUS ENDOSCOPIC APPROACH
DX	H10223	PSEUDOMEMBRANOUS CONJUNCTIVITIS, BILATERAL
RX	17478013101	TETANUS DIPHTHERIA TOXOIDS
PR	27025	FASCIOTOMY, HIP OR THIGH, ANY TYPE
DX	S8253XE	DISPLACED FRACTURE OF MEDIAL MALLEOLUS OF UNSPECIFIED TIBIA, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE I OR II WITH ROUTINE HEALING
DX	O99719	DISEASES OF THE SKIN AND SUBCUTANEOUS TISSUE COMPLICATING PREGNANCY, UNSPECIFIED TRIMESTER
DX	33381	BLEPHAROSPASM
DX	Z2801	IMMUNIZATION NOT CARRIED OUT BECAUSE OF ACUTE ILLNESS OF PATIENT
DX	S21401S	UNSPECIFIED OPEN WOUND OF RIGHT BACK WALL OF THORAX WITH PENETRATION INTO THORACIC CAVITY, SEQUELA
PR	09SKXZZ	REPOSITION NASAL MUCOSA AND SOFT TISSUE, EXTERNAL APPROACH
PR	G8826	PATIENT DISCHARGED TO HOME NO LATER THAN POSTOPERATIVE DAY #2 FOLLOWING EVAR
PR	88369	MORPHOMETRIC ANALYSIS, IN SITU HYBRIDIZATION (QUANTITATIVE OR SEMI-QUANTITATIVE), MANUAL, PER SPECIMEN; EACH ADDITIONAL SINGLE PROBE STAIN PROCEDURE (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)
DX	M610	MYOSITIS OSSIFICANS TRAUMATICA
PR	01U607Z	SUPPLEMENT RADIAL NERVE WITH AUTOLOGOUS TISSUE SUBSTITUTE, OPEN APPROACH
DX	S46191	OTHER INJURY OF MUSCLE, FASCIA AND TENDON OF LONG HEAD OF BICEPS, RIGHT ARM
DX	M02852	OTHER REACTIVE ARTHROPATHIES, LEFT HIP
DX	S15002D	UNSPECIFIED INJURY OF LEFT CAROTID ARTERY, SUBSEQUENT ENCOUNTER
RX	50383077932	LACTULOSE
PR	0NUQ07Z	SUPPLEMENT LEFT ORBIT WITH AUTOLOGOUS TISSUE SUBSTITUTE, OPEN APPROACH
DX	7202	SACROILIITIS, NOT ELSEWHERE CLASSIFIED
DX	P141	KLUMPKE'S PARALYSIS DUE TO BIRTH INJURY
DX	S5410XD	INJURY OF MEDIAN NERVE AT FOREARM LEVEL, UNSPECIFIED ARM, SUBSEQUENT ENCOUNTER
PR	36215	SELECTIVE CATHETER PLACEMENT, ARTERIAL SYSTEM; EACH FIRST ORDER THORACIC OR BRACHIOCEPHALIC BRANCH, WITHIN A VASCULAR FAMILY
DX	M25599	nan
RX	00603533732	PREDNISONE
DX	66110	SECONDARY UTERINE INERTIA, UNSPECIFIED AS TO EPISODE OF CARE
DX	S01329D	LACERATION WITH FOREIGN BODY OF UNSPECIFIED EAR, SUBSEQUENT ENCOUNTER
DX	C8179	OTHER HODGKIN LYMPHOMA, EXTRANODAL AND SOLID ORGAN SITES
PR	3571	OTHER AND UNSPECIFIED REPAIR OF ATRIAL SEPTAL DEFECT
PR	0Y3K0ZZ	CONTROL BLEEDING IN RIGHT ANKLE REGION, OPEN APPROACH
DX	S66113D	STRAIN OF FLEXOR MUSCLE, FASCIA AND TENDON OF LEFT MIDDLE FINGER AT WRIST AND HAND LEVEL, SUBSEQUENT ENCOUNTER
PR	0QP805Z	REMOVAL OF EXTERNAL FIXATION DEVICE FROM RIGHT FEMORAL SHAFT, OPEN APPROACH
DX	81411	OPEN FRACTURE OF NAVICULAR (SCAPHOID) BONE OF WRIST
DX	G939	DISORDER OF BRAIN, UNSPECIFIED
RX	08484052400	PRODIGY
DX	L432	LICHENOID DRUG REACTION
DX	71538	LOCALIZED OSTEOARTHROSIS NOT SPECIFIED WHETHER PRIMARY OR SECONDARY, OTHER SPECIFIED SITES
PR	05SC3ZZ	REPOSITION LEFT BASILIC VEIN, PERCUTANEOUS APPROACH
PR	3BHLV	nan
DX	S66129S	LACERATION OF FLEXOR MUSCLE, FASCIA AND TENDON OF UNSPECIFIED FINGER AT WRIST AND HAND LEVEL, SEQUELA
DX	Q266	PORTAL VEIN-HEPATIC ARTERY FISTULA
RX	59762045381	nan
PR	86.89	nan
PR	52353	CYSTOURETHROSCOPY, WITH URETEROSCOPY AND/OR PYELOSCOPY; WITH LITHOTRIPSY (URETERAL CATHETERIZATION IS INCLUDED)
DX	N4611	ORGANIC OLIGOSPERMIA
DX	44281	ANEURYSM OF ARTERY OF NECK
DX	S91312D	LACERATION WITHOUT FOREIGN BODY, LEFT FOOT, SUBSEQUENT ENCOUNTER
PR	0B110F4	BYPASS TRACHEA TO CUTANEOUS WITH TRACHEOSTOMY DEVICE, OPEN APPROACH
PR	48.75	nan
RX	00517000322	nan
PR	0D9G30Z	DRAINAGE OF LEFT LARGE INTESTINE WITH DRAINAGE DEVICE, PERCUTANEOUS APPROACH
DX	M85012	FIBROUS DYSPLASIA (MONOSTOTIC), LEFT SHOULDER
DX	S82241D	DISPLACED SPIRAL FRACTURE OF SHAFT OF RIGHT TIBIA, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH ROUTINE HEALING
RX	00487980190	nan
PR	0PHF36Z	INSERTION OF INTRAMEDULLARY INTERNAL FIXATION DEVICE INTO RIGHT HUMERAL SHAFT, PERCUTANEOUS APPROACH
DX	37251	PINGUECULA
RX	33332001612	nan
DX	E08649	DIABETES MELLITUS DUE TO UNDERLYING CONDITION WITH HYPOGLYCEMIA WITHOUT COMA
RX	63323027602	HEPARIN SODIUM
DX	34200	FLACCID HEMIPLEGIA AFFECTING UNSPECIFIED SIDE
RX	63323162001	nan
DX	T8389	OTHER SPECIFIED COMPLICATION OF GENITOURINARY PROSTHETIC DEVICES, IMPLANTS AND GRAFTS
RX	06332316201	nan
PR	CH002	nan
DX	S66125D	LACERATION OF FLEXOR MUSCLE, FASCIA AND TENDON OF LEFT RING FINGER AT WRIST AND HAND LEVEL, SUBSEQUENT ENCOUNTER
DX	Z308	ENCOUNTER FOR OTHER CONTRACEPTIVE MANAGEMENT
DX	M40204	UNSPECIFIED KYPHOSIS, THORACIC REGION
DX	546011A	nan
PR	P9604	TRAVEL ALLOWANCE, ONE WAY IN CONNECTION WITH MEDICALLY NECESSARY LABORATORY SPECIMEN COLLECTION DRAWN FROM HOMEBOUND OR NURSING HOMEBOUND PATIENT; PRORATED TRIP CHARGE
PR	0PCD0ZZ	EXTIRPATION OF MATTER FROM LEFT HUMERAL HEAD, OPEN APPROACH
DX	S42334K	NONDISPLACED OBLIQUE FRACTURE OF SHAFT OF HUMERUS, RIGHT ARM, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH NONUNION
PR	77772	REMOTE AFTERLOADING HIGH DOSE RATE RADIONUCLIDE INTERSTITIAL OR INTRACAVITARY BRACHYTHERAPY, INCLUDES BASIC DOSIMETRY, WHEN PERFORMED; OVER 12 CHANNELS
PR	03UL0JZ	SUPPLEMENT LEFT INTERNAL CAROTID ARTERY WITH SYNTHETIC SUBSTITUTE, OPEN APPROACH
RX	07090000527	nan
DX	862	INJURY TO OTHER AND UNSPECIFIED INTRATHORACIC ORGANS
PR	02RG3KH	REPLACEMENT OF MITRAL VALVE WITH NONAUTOLOGOUS TISSUE SUBSTITUTE, TRANSAPICAL, PERCUTANEOUS APPROACH
PR	28540	CLOSED TREATMENT OF TARSAL BONE DISLOCATION, OTHER THAN TALOTARSAL; WITHOUT ANESTHESIA
PR	06H933Z	INSERTION OF INFUSION DEVICE INTO RIGHT RENAL VEIN, PERCUTANEOUS APPROACH
RX	00291525440	nan
RX	06332326937	nan
DX	F302	MANIC EPISODE, SEVERE WITH PSYCHOTIC SYMPTOMS
DX	M134XXA	nan
DX	J18	PNEUMONIA, UNSPECIFIED ORGANISM
DX	9897	TOXIC EFFECT OF AFLATOXIN AND OTHER MYCOTOXIN (FOOD CONTAMINANTS)
DX	S82244S	NONDISPLACED SPIRAL FRACTURE OF SHAFT OF RIGHT TIBIA, SEQUELA
PR	0262	nan
PR	J1230	INJECTION, METHADONE HCL, UP TO 10 MG
DX	S43202A	UNSPECIFIED SUBLUXATION OF LEFT STERNOCLAVICULAR JOINT, INITIAL ENCOUNTER
DX	S9000XS	CONTUSION OF UNSPECIFIED ANKLE, SEQUELA
DX	V255	INSERTION OF IMPLANTABLE SUBDERMAL CONTRACEPTIVE
DX	K4121	BILATERAL FEMORAL HERNIA, WITHOUT OBSTRUCTION OR GANGRENE, RECURRENT
PR	34151	EMBOLECTOMY OR THROMBECTOMY, WITH OR WITHOUT CATHETER; RENAL, CELIAC, MESENTERY, AORTOILIAC ARTERY, BY ABDOMINAL INCISION
DX	H918X1	OTHER SPECIFIED HEARING LOSS, RIGHT EAR
DX	S51019D	LACERATION WITHOUT FOREIGN BODY OF UNSPECIFIED ELBOW, SUBSEQUENT ENCOUNTER
DX	S93512S	SPRAIN OF INTERPHALANGEAL JOINT OF LEFT GREAT TOE, SEQUELA
DX	30024	nan
DX	T82511A	BREAKDOWN (MECHANICAL) OF SURGICALLY CREATED ARTERIOVENOUS SHUNT, INITIAL ENCOUNTER
PR	BQ3DYZZ	MAGNETIC RESONANCE IMAGING (MRI) OF RIGHT LOWER LEG USING OTHER CONTRAST
PR	83071	HEMOSIDERIN; QUANTITATIVE
DX	S62617K	DISPLACED FRACTURE OF PROXIMAL PHALANX OF LEFT LITTLE FINGER, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH NONUNION
RX	67877019905	AMLODIPINE BESYLATE
PR	229	OTHER OPERATIONS ON NASAL SINUSES
DX	T23239D	BURN OF SECOND DEGREE OF UNSPECIFIED MULTIPLE FINGERS (NAIL), NOT INCLUDING THUMB, SUBSEQUENT ENCOUNTER
DX	V1049	PERSONAL HISTORY OF MALIGNANT NEOPLASM OF OTHER MALE GENITAL ORGANS
PR	4A0234Z	MEASUREMENT OF CARDIAC ELECTRICAL ACTIVITY, PERCUTANEOUS APPROACH
PR	D0901	nan
RX	67457041000	HALOPERIDOL DECANOATE
RX	63370006015	DEXAMETHASONE MICRONIZED
DX	I63431	CEREBRAL INFARCTION DUE TO EMBOLISM OF RIGHT POSTERIOR CEREBRAL ARTERY
PR	0HRFXK4	REPLACEMENT OF RIGHT HAND SKIN WITH NONAUTOLOGOUS TISSUE SUBSTITUTE, PARTIAL THICKNESS, EXTERNAL APPROACH
DX	31038	nan
PR	J2793	INJECTION, RILONACEPT, 1 MG
PR	0SGK0JZ	FUSION OF RIGHT TARSOMETATARSAL JOINT WITH SYNTHETIC SUBSTITUTE, OPEN APPROACH
RX	00555083502	WARFARIN SODIUM
DX	1358	nan
RX	04580395009	nan
RX	00006483144	nan
DX	H35161	RETINOPATHY OF PREMATURITY, STAGE 5, RIGHT EYE
RX	11743021951	nan
PR	3CFPS	nan
DX	6209	UNSPECIFIED NONINFLAMMATORY DISORDER OF OVARY, FALLOPIAN TUBE, AND BROAD LIGAMENT
PR	77750	INFUSION OR INSTILLATION OF RADIOELEMENT SOLUTION (INCLUDES 3-MONTH FOLLOW-UP CARE)
DX	M34274	nan
DX	1746	MALIGNANT NEOPLASM OF AXILLARY TAIL OF FEMALE BREAST
RX	00536777085	nan
RX	58394000408	NEUMEGA
DX	S72351N	DISPLACED COMMINUTED FRACTURE OF SHAFT OF RIGHT FEMUR, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE IIIA, IIIB, OR IIIC WITH NONUNION
DX	0189	UNSPECIFIED MILIARY TUBERCULOSIS
DX	R402364	COMA SCALE, BEST MOTOR RESPONSE, OBEYS COMMANDS, 24 HOURS OR MORE AFTER HOSPITAL ADMISSION
RX	58281056201	LIORESAL INTRATHECAL
RX	13107007301	DEXTROAMPHETAMINE-AMPHETAMINE
DX	J3099	nan
RX	00074802601	LIDOCAINE HCL
PR	S5501	HOME INFUSION THERAPY, CATHETER CARE/MAINTENANCE, COMPLEX (MORE THAN ONE LUMEN), INCLUDES ADMINISTRATIVE SERVICES, PROFESSIONAL PHARMACY SERVICES, CARE COORDINATION, AND ALL NECESSARY SUPPLIES AND EQUIPMENT (DRUGS AND NURSING VISITS CODED SEPARATELY), PER DIEM
DX	T8402	DISLOCATION OF INTERNAL JOINT PROSTHESIS
PR	15944	EXCISION, ISCHIAL PRESSURE ULCER, WITH SKIN FLAP CLOSURE;
PR	5682	SUTURE OF LACERATION OF URETER
PR	ES204	nan
DX	R065	MOUTH BREATHING
DX	S061X6D	TRAUMATIC CEREBRAL EDEMA WITH LOSS OF CONSCIOUSNESS GREATER THAN 24 HOURS WITHOUT RETURN TO PRE-EXISTING CONSCIOUS LEVEL WITH PATIENT SURVIVING, SUBSEQUENT ENCOUNTER
DX	S21301S	UNSPECIFIED OPEN WOUND OF RIGHT FRONT WALL OF THORAX WITH PENETRATION INTO THORACIC CAVITY, SEQUELA
PR	43453	DILATION OF ESOPHAGUS, OVER GUIDE WIRE
DX	818	ILL-DEFINED FRACTURES OF UPPER LIMB
DX	S62327D	DISPLACED FRACTURE OF SHAFT OF FIFTH METACARPAL BONE, LEFT HAND, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING
DX	S63434S	TRAUMATIC RUPTURE OF VOLAR PLATE OF RIGHT RING FINGER AT METACARPOPHALANGEAL AND INTERPHALANGEAL JOINT, SEQUELA
RX	00562780510	nan
PR	75625	AORTOGRAPHY, ABDOMINAL, BY SERIALOGRAPHY, RADIOLOGICAL SUPERVISION AND INTERPRETATION
DX	95892	TRAUMATIC COMPARTMENT SYNDROME OF LOWER EXTREMITY
DX	S60429D	BLISTER (NONTHERMAL) OF UNSPECIFIED FINGER, SUBSEQUENT ENCOUNTER
PR	0KU00JZ	SUPPLEMENT HEAD MUSCLE WITH SYNTHETIC SUBSTITUTE, OPEN APPROACH
PR	0MBH4ZZ	EXCISION OF RIGHT ABDOMEN BURSA AND LIGAMENT, PERCUTANEOUS ENDOSCOPIC APPROACH
DX	S89312S	SALTER-HARRIS TYPE I PHYSEAL FRACTURE OF LOWER END OF LEFT FIBULA, SEQUELA
DX	G4010	LOCALIZATION-RELATED (FOCAL) (PARTIAL) SYMPTOMATIC EPILEPSY AND EPILEPTIC SYNDROMES WITH SIMPLE PARTIAL SEIZURES, NOT INTRACTABLE
PR	S0622	PHYSICAL EXAM FOR COLLEGE, NEW OR ESTABLISHED PATIENT (LIST SEPARATELY IN ADDITION TO APPROPRIATE EVALUATION AND MANAGEMENT CODE)
PR	09J87ZZ	INSPECTION OF LEFT TYMPANIC MEMBRANE, VIA NATURAL OR ARTIFICIAL OPENING
DX	5082	RESPIRATORY CONDITIONS DUE TO SMOKE INHALATION
DX	C8174	OTHER HODGKIN LYMPHOMA, LYMPH NODES OF AXILLA AND UPPER LIMB
DX	S60319A	ABRASION OF UNSPECIFIED THUMB, INITIAL ENCOUNTER
DX	S62346K	NONDISPLACED FRACTURE OF BASE OF FIFTH METACARPAL BONE, RIGHT HAND, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH NONUNION
DX	Y30XXXD	FALLING, JUMPING OR PUSHED FROM A HIGH PLACE, UNDETERMINED INTENT, SUBSEQUENT ENCOUNTER
DX	S86012D	STRAIN OF LEFT ACHILLES TENDON, SUBSEQUENT ENCOUNTER
DX	S0211AS	TYPE I OCCIPITAL CONDYLE FRACTURE, RIGHT SIDE, SEQUELA
PR	1CGNU	nan
DX	O9942	DISEASES OF THE CIRCULATORY SYSTEM COMPLICATING CHILDBIRTH
DX	M25639	STIFFNESS OF UNSPECIFIED WRIST, NOT ELSEWHERE CLASSIFIED
DX	S3141	LACERATION WITHOUT FOREIGN BODY OF VAGINA AND VULVA
RX	00456060010	TEFLARO
DX	V659	UNSPECIFIED OCCUPANT OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE IN TRAFFIC ACCIDENT
RX	00604981000	nan
DX	S02631D	FRACTURE OF CORONOID PROCESS OF RIGHT MANDIBLE, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING
DX	S66199S	OTHER INJURY OF FLEXOR MUSCLE, FASCIA AND TENDON OF UNSPECIFIED FINGER AT WRIST AND HAND LEVEL, SEQUELA
DX	S01312S	LACERATION WITHOUT FOREIGN BODY OF LEFT EAR, SEQUELA
PR	09UM37Z	SUPPLEMENT NASAL SEPTUM WITH AUTOLOGOUS TISSUE SUBSTITUTE, PERCUTANEOUS APPROACH
DX	S6702XS	CRUSHING INJURY OF LEFT THUMB, SEQUELA
RX	67877022401	GABAPENTIN
RX	00517065001	INJECTAFER
DX	V991	nan
DX	35020	nan
RX	57664050608	METOPROLOL TARTRATE
PR	0PB33ZZ	EXCISION OF CERVICAL VERTEBRA, PERCUTANEOUS APPROACH
PR	0W3P0ZZ	CONTROL BLEEDING IN GASTROINTESTINAL TRACT, OPEN APPROACH
RX	00378181101	LEVOTHYROXINE SODIUM
RX	00054017713	BUPRENORPHINE HCL
RX	00378512101	FLUVASTATIN ER
PR	06BR0ZZ	EXCISION OF RIGHT LESSER SAPHENOUS VEIN, OPEN APPROACH
RX	50580060121	CHILDREN'S MOTRIN
PR	0LBN0ZZ	EXCISION OF RIGHT LOWER LEG TENDON, OPEN APPROACH
DX	2965X	nan
DX	I82B29	CHRONIC EMBOLISM AND THROMBOSIS OF UNSPECIFIED SUBCLAVIAN VEIN
DX	S53033A	NURSEMAID'S ELBOW, UNSPECIFIED ELBOW, INITIAL ENCOUNTER
PR	0G9K3ZX	DRAINAGE OF THYROID GLAND, PERCUTANEOUS APPROACH, DIAGNOSTIC
PR	0HPT0JZ	REMOVAL OF SYNTHETIC SUBSTITUTE FROM RIGHT BREAST, OPEN APPROACH
DX	I70622	ATHEROSCLEROSIS OF NONBIOLOGICAL BYPASS GRAFT(S) OF THE EXTREMITIES WITH REST PAIN, LEFT LEG
RX	25021022204	DOCETAXEL
DX	O365119	MATERNAL CARE FOR KNOWN OR SUSPECTED PLACENTAL INSUFFICIENCY, FIRST TRIMESTER, OTHER FETUS
DX	H0423	nan
DX	S4360XS	SPRAIN OF UNSPECIFIED STERNOCLAVICULAR JOINT, SEQUELA
RX	42858049340	BUPRENORPHINE
RX	00078034445	VIVELLE-DOT
PR	20969	FREE OSTEOCUTANEOUS FLAP WITH MICROVASCULAR ANASTOMOSIS; OTHER THAN ILIAC CREST, METATARSAL, OR GREAT TOE
PR	0BBG0ZZ	EXCISION OF LEFT UPPER LUNG LOBE, OPEN APPROACH
DX	Q958	OTHER BALANCED REARRANGEMENTS AND STRUCTURAL MARKERS
RX	47335067681	DILTIAZEM 24HR ER
DX	H6900	PATULOUS EUSTACHIAN TUBE, UNSPECIFIED EAR
DX	S62655A	NONDISPLACED FRACTURE OF MEDIAL PHALANX OF LEFT RING FINGER, INITIAL ENCOUNTER FOR CLOSED FRACTURE
DX	T25232D	BURN OF SECOND DEGREE OF LEFT TOE(S) (NAIL), SUBSEQUENT ENCOUNTER
PR	29435	APPLICATION OF PATELLAR TENDON BEARING (PTB) CAST
DX	S92426A	NONDISPLACED FRACTURE OF DISTAL PHALANX OF UNSPECIFIED GREAT TOE, INITIAL ENCOUNTER FOR CLOSED FRACTURE
RX	60505255105	GABAPENTIN
DX	32301	ENCEPHALITIS AND ENCEPHALOMYELITIS IN VIRAL DISEASES CLASSIFIED ELSEWHERE
DX	37613	PARASITIC INFESTATION OF ORBIT
PR	0TBB7ZZ	EXCISION OF BLADDER, VIA NATURAL OR ARTIFICIAL OPENING
DX	36255	TOXIC MACULOPATHY OF RETINA
RX	00409377501	nan
PR	P9040	RED BLOOD CELLS, LEUKOCYTES REDUCED, IRRADIATED, EACH UNIT
PR	05BF4ZZ	EXCISION OF LEFT CEPHALIC VEIN, PERCUTANEOUS ENDOSCOPIC APPROACH
DX	86394	PANCREAS INJURY, MULTIPLE AND UNSPECIFIED SITES, WITH OPEN WOUND INTO CAVITY
RX	63323032293	IMIPENEM-CILASTATIN SODIUM
DX	H7090	UNSPECIFIED MASTOIDITIS, UNSPECIFIED EAR
DX	T486X4A	POISONING BY ANTIASTHMATICS, UNDETERMINED, INITIAL ENCOUNTER
DX	69553	EXFOLIATION DUE TO ERYTHEMATOUS CONDITION INVOLVING 30-39 PERCENT OF BODY SURFACE
PR	A9517	IODINE I-131 SODIUM IODIDE CAPSULE(S), THERAPEUTIC, PER MILLICURIE
RX	00185002201	ORPHENADRINE CITRATE
DX	Z650	CONVICTION IN CIVIL AND CRIMINAL PROCEEDINGS WITHOUT IMPRISONMENT
RX	04928186078	nan
RX	67457033950	VANCOMYCIN HCL
DX	Y903	BLOOD ALCOHOL LEVEL OF 60-79 MG/100 ML
DX	T188XXD	FOREIGN BODY IN OTHER PARTS OF ALIMENTARY TRACT, SUBSEQUENT ENCOUNTER
PR	C1773	RETRIEVAL DEVICE, INSERTABLE (USED TO RETRIEVE FRACTURED MEDICAL DEVICES)
DX	S82262S	DISPLACED SEGMENTAL FRACTURE OF SHAFT OF LEFT TIBIA, SEQUELA
DX	M24119	OTHER ARTICULAR CARTILAGE DISORDERS, UNSPECIFIED SHOULDER
PR	0C7S0DZ	DILATION OF LARYNX WITH INTRALUMINAL DEVICE, OPEN APPROACH
DX	S32399A	OTHER FRACTURE OF UNSPECIFIED ILIUM, INITIAL ENCOUNTER FOR CLOSED FRACTURE
DX	S82042F	DISPLACED COMMINUTED FRACTURE OF LEFT PATELLA, SUBSEQUENT ENCOUNTER FOR OPEN FRACTURE TYPE IIIA, IIIB, OR IIIC WITH ROUTINE HEALING
DX	75559	OTHER CONGENITAL ANOMALY OF UPPER LIMB, INCLUDING SHOULDER GIRDLE
DX	T84220D	DISPLACEMENT OF INTERNAL FIXATION DEVICE OF BONES OF HAND AND FINGERS, SUBSEQUENT ENCOUNTER
DX	S72052K	UNSPECIFIED FRACTURE OF HEAD OF LEFT FEMUR, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH NONUNION
PR	0T783ZZ	DILATION OF BILATERAL URETERS, PERCUTANEOUS APPROACH
DX	S31620A	LACERATION WITH FOREIGN BODY OF ABDOMINAL WALL, RIGHT UPPER QUADRANT WITH PENETRATION INTO PERITONEAL CAVITY, INITIAL ENCOUNTER
DX	D370	NEOPLASM OF UNCERTAIN BEHAVIOR OF LIP, ORAL CAVITY AND PHARYNX
